"DayOfWeekStr","starttime","endtime","PermitLocation","optionaltext","ColdTruck","Applicant","Location"
"Thursday","10AM","3PM","611 FOLSOM ST","Eritrean & Irish Fusion Burgers, Irish Stew, Eritrean Stew,  Shepard's Pie, Beverages","N","Celtic Catering","(37.7852809994896,-122.396937139317)"
"Thursday","7AM","2PM","80 CAROLINA ST","Cold-pressed juice, smoothies, wheatgrass and ginger shots, fruit salad, pastries","N","Ruru Soul","(37.7676717161178,-122.400963887659)"
"Thursday","7AM","8PM","531 BAY SHORE BLVD","Tacos, burritos, quesadillas, tortas, nachos (refried beans, cheese sauce, salsa fresca), carnes (beef, chicken, marinated pork, fried pork), canned beans, rice, sodas, horchata drinks.","N","La Jefa","(37.738830582567,-122.406872036334)"
"Thursday","7AM","6PM","2901 03RD ST","Tacos, Burritos, Tortas, Quesadillas, Chips & Salsa & Various Beverages","N","Tacos El Flaco","(37.7528366269157,-122.387671153653)"
"Thursday","10AM","8PM","5048 03RD ST","Wraps, Sandwiches, Chicken Wings, Fries, Lemonade, Juices","N","Your Community Foods","(37.7328665512493,-122.391511992518)"
"Thursday","7AM","8PM","11 PHELAN AVE","Pakistani Indian food, and salad, cold and hot drinks, Pakistani soft drinks, Sohan halva, Pakistani Indian desserts, and fruit dessert","N","BHUK Burger","(37.7234846045488,-122.45240493053)"
"Thursday","10AM","3PM","Assessors Block /Lot","varies truck to truck","N","Off the Grid Services, LLC","(37.797986496879,-122.398514423255)"
"Tuesday","8AM","5PM","2198 OAKDALE AVE","Tacos, burritos, quesadillas, soda & water","N","Tacos Rodriguez","(37.7409748262265,-122.40145941404)"
"Tuesday","7AM","4PM","1700 EVANS AVE","Burritos, tacos, quesadillas, and tortas","N","Tacos Esmeralda","(37.7441222181346,-122.390343286511)"
"Tuesday","1PM","2PM","180 NEW MONTGOMERY ST","Cold Truck: sandwiches, drinks, snacks, candy, hot coffee","Y","Sun Rise Catering","(37.7863630776208,-122.399264358097)"
"Tuesday","10AM","11AM","555 MISSION ROCK ST","Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls","Y","Two G's Catering","(37.7728213280588,-122.390619360681)"
"Tuesday","10AM","11AM","365 FULTON ST","Cold Truck: packaged sandwiches, pitas, breakfast, cold and hot drinks, snacks","Y","Munch A Bunch","(37.7787677332342,-122.42275734107)"
"Tuesday","12PM","1PM","1345 TURK ST","Cold Truck: packaged sandwiches, pitas, breakfast, cold and hot drinks, snacks","Y","Munch A Bunch","(37.7805621947803,-122.431189105466)"
"Tuesday","10AM","9PM","2101 CARROLL AVE","Tacos, Burritos , Tortas, Quesadillas & Beverages","N","Tacos Santana","(37.7302332323588,-122.402759048478)"
"Tuesday","10AM","11AM","2800 03RD ST","Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad","Y","F & C Catering","(37.7541031367651,-122.387962966002)"
"Tuesday","10AM","12PM","532 FOLSOM ST","Cold Truck: sandwiches, drinks, snacks, candy, hot coffee","Y","Sun Rise Catering","(37.7863927555352,-122.395726074077)"
"Tuesday","12PM","2PM","532 FOLSOM ST","Cold Truck: sandwiches, drinks, snacks, candy, hot coffee","Y","Sun Rise Catering","(37.7863927555352,-122.395726074077)"
"Tuesday","10AM","11AM","2970 BROADWAY","Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks","Y","D & T Catering","(37.7929258933385,-122.445978398338)"
"Tuesday","1PM","2PM","3335 17TH ST","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7633319911646,-122.420235403432)"
"Tuesday","10AM","11AM","3253 16TH ST","Cold Truck: Breakfast, Sandwiches, Salads, Pre-Packaged Snacks, Beverages","Y","BH & MT LLC","(37.7646547537034,-122.425320325481)"
"Tuesday","10AM","11AM","3450 03RD ST","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins","Y","Park's Catering","(37.7456828142552,-122.387911761433)"
"Tuesday","10AM","11AM","409 ILLINOIS ST","Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls","Y","Two G's Catering","(37.7667867792956,-122.388078331989)"
"Tuesday","10AM","2PM","2200 WEBSTER ST","Cold Truck: packaged sandwiches, pitas, breakfast, cold and hot drinks, snacks","Y","Munch A Bunch","(37.790955058385,-122.432498648221)"
"Tuesday","10AM","11AM","3839 WASHINGTON ST","Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks","Y","D & T Catering","(37.7887517683903,-122.45623065616)"
"Tuesday","10AM","11AM","501 ALABAMA ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7624673931128,-122.411953474682)"
"Tuesday","8PM","9PM","400 ALABAMA ST","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks","Y","M M Catering","(37.7641509499715,-122.412358791534)"
"Tuesday","9AM","10AM","101 UTAH ST","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages","Y","Steve's Mobile Deli","(37.7683808413349,-122.406725948569)"
"Tuesday","9AM","10AM","1200 POTRERO AVE","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7529617064123,-122.406401730502)"
"Tuesday","9AM","10AM","1301 CESAR CHAVEZ ST","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies","Y","Quan Catering","(37.7500640921275,-122.39046456696)"
"Tuesday","9AM","10AM","3150 26TH ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7494236208571,-122.412708236432)"
"Tuesday","9AM","10AM","350 FREMONT ST","Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages","Y","Mini Mobile Food Catering","(37.7873303235077,-122.392859291165)"
"Tuesday","11AM","12PM","350 FREMONT ST","Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages","Y","Mini Mobile Food Catering","(37.7873303235077,-122.392859291165)"
"Tuesday","11AM","12PM","151 EXECUTIVE PARK BLVD","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies","Y","Quan Catering","(37.7114336729248,-122.393703104382)"
"Tuesday","9AM","10AM","1130 HOWARD ST","Cold Truck: sandwiches, drinks, snacks, candy, hot coffee","Y","Sun Rise Catering","(37.7774339476738,-122.410171696902)"
"Tuesday","9AM","10AM","1460 BANCROFT AVE","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7241695078863,-122.390145774514)"
"Tuesday","9AM","10AM","1760 YOSEMITE AVE","Cold Truck: Cheeseburgers, Burgers, Chicken Bake, Chili Dogs, Hot Dogs, Corn Dogs, Cup of Noodles, Egg Muffins, Tamales, Hot Sandwiches Quesadillas, Gatorade, Juice, Soda, Mikl, Coffee, Hot Cocoa, Hot Tea, Flan, Fruits, Fruit Salad, Yogurt, Candy, Chips,  Donuts, Cookies, Granola, Muffins & Various Drinks & Pre-Packaged Snacks.","Y","Bach Catering","(37.7286139518831,-122.394644631904)"
"Tuesday","9AM","10AM","355 BRANNAN ST","Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad","Y","F & C Catering","(37.7809034942283,-122.39317222474)"
"Tuesday","9AM","10AM","630 TREAT AVE","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7599819816022,-122.413769206324)"
"Tuesday","9AM","10AM","700 PENNSYLVANIA AVE","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.7575700580023,-122.393184466145)"
"Tuesday","8AM","6PM","555 MARKET ST","Chaats, vegeterian wraps, chai, soft drinks","N","Gour Chaat","(37.7899848845733,-122.400281141766)"
"Tuesday","7AM","6PM","888 BRANNAN ST","Garlic Noodles, Burgers, BBQ, Rotisserie, Spam Masubi, Asian inspired tacos & burritos, Sandwiches, Soups, Fried Oyster Sandwiches, Seafood, Vegetarian, Chinese dim sum, Empanadas.Various Ethnic Street Food: Hawaiianese, Vietnamese, Indian, Filipino, Japanese, Korean, Peruvian, Chinese, Italian & American. No Mexican food allowed.","N","888 Brannan L.P.","(37.7715562139518,-122.405194076275)"
"Tuesday","6AM","8PM","430 CALIFORNIA ST","Jerk chicken, curry chicken, curry goat, curry dhal, Burritos, Fish, Ox tails, rice, beans, veggies.","N","Scotch Bonnet","(37.7930490854658,-122.401650717955)"
"Tuesday","5PM","8PM","50 MAIN ST","Indian Style: BBQ, Variety of Curries, Rice, Wraps, Breads (Naan, Rotis, Parathas), Desserts, Pizza.  Beverages, Condiments, Indian Soups, Salads & Appetizer Varieties.","N","Bombay Blvd.","(37.7924309489844,-122.395771565795)"
"Tuesday","12PM","1PM","500 HOWARD ST","Seafood, meats and desserts","N","Fins on the Hoof / Saveurs","(37.7885298177102,-122.396140544185)"
"Tuesday","9AM","4PM","565 COMMERCIAL ST","Traditional BBQ: Chicken, Ribs, Sandwiches, Sausages","N","Wexler, LLC","(37.7942216943085,-122.402565935088)"
"Tuesday","1PM","2PM","100 CALIFORNIA ST","Cupcakes","N","Kara's Cupcakes","(37.7935583358987,-122.397654505859)"
"Tuesday","5PM","8PM","86 03RD ST","Indian Style: BBQ, Variety of Curries, Rice, Wraps, Breads (Naan, Rotis, Parathas), Desserts, Pizza.  Beverages, Condiments, Indian Soups, Salads & Appetizer Varieties.","","Bombay Blvd.","(37.7863836212372,-122.402297224865)"
"Tuesday","6AM","9PM","800 MARKET ST","Soft pretzels, hot dogs, sausages, chips, popcorn, sodea, coffee, espresso, cappucino, pastries, ice cream, Italian sausages, shish-ka-bob, churros, juice, water, various drinks.","N","The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs","(37.7857732348758,-122.40591810922)"
"Tuesday","8AM","4PM","600 FRONT ST","Wood Fired Pizzas","N","Del Popolo, LLC.","(37.7969615325232,-122.399444500759)"
"Tuesday","8AM","5PM","1 BUSH ST","Vietnamese Sandwiches, Spring Rolls, Bottled Water & Can Soda","N","Viet Duong Co., Ltd.","(37.7909907606803,-122.399212233401)"
"Tuesday","10AM","4PM","401 TREAT AVE","Tacos, Burritos, Tortas, Quesadillas, Drinks","N","El Tonayense #60","(37.7637618472594,-122.413533208474)"
"Tuesday","10AM","7PM","Assessors Block 0733/Lot010","Watermelon","N","Bob Johnson","(37.782143532929,-122.430449785949)"
"Tuesday","6AM","12AM","5 THE EMBARCADERO","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.","N","San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs","(37.7822813709122,-122.388447868215)"
"Tuesday","6AM","12AM","345 STOCKTON ST","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.","N","San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs","(37.7889252304878,-122.406923276928)"
"Tuesday","10AM","3PM","560 MISSION ST","Lobster rolls, crab rolls, clam chowder, lobster bisque, chips, lemonade, drinks","N","Lobsta Truck","(37.788837572632,-122.398844308239)"
"Tuesday","6AM","3PM","401 CALIFORNIA ST","Hot coffee, iced coffee, hot chocolate, tea, pastries","N","Philz Coffee Truck","(37.7930028753318,-122.401140310473)"
"Tuesday","6AM","9PM","870 MARKET ST","Soft pretzels, hot dogs, sausages, chips, popcorn, soda, espresso, cappucino, pastry, ica cream, ices, italian sausage, shish-ka-bob, churros, juice, water, various drinks","N","The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs","(37.7849061488879,-122.407072991554)"
"Tuesday","6AM","9PM","101 STOCKTON ST","Soft Pretzels, hot dogs, sausage, chips, popcorn, soda, espresso, cappucino, pastries, ice cream, italian sausages, shish-ka-bob, churros, juice, water, various drinks","N","The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs","(37.786635282569,-122.406472958687)"
"Tuesday","6AM","9PM","101 STOCKTON ST","Soft Pretzels, hot dogs, sausage, chips, popcorn, soda, espresso, cappucino, pastries, ice cream, italian sausages, shish-ka-bob, churros, juice, water, various drinks","N","The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs","(37.786635282569,-122.406472958687)"
"Tuesday","8AM","10AM","1500 TENNESSEE ST","Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad","Y","F & C Catering","(37.7523560542966,-122.388784980412)"
"Tuesday","10AM","11AM","2150 CESAR CHAVEZ ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.7497006783758,-122.397932791641)"
"Monday","10AM","10PM","200 SHOTWELL ST","Tacos, Burritos, Tortas, Quesadillas, Mexican Drinks, Aguas Frescas","N","Santana ESG, Inc.","(37.7651967350509,-122.416451692902)"
"Tuesday","10AM","11AM","1540 PINE ST","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.7895884629627,-122.421183529217)"
"Tuesday","10AM","11AM","2401 BAY SHORE BLVD","Cold Truck: Pre-packaged Sandwiches, Various Beverages, Salads, Snacks","Y","Golden Catering","(37.7111783070436,-122.403573115181)"
"Tuesday","10AM","11AM","300 NEWHALL ST","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins","Y","Park's Catering","(37.7426597692556,-122.385390043533)"
"Tuesday","10AM","11AM","3100 PACIFIC AVE","Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks","Y","D & T Catering","(37.7919274798426,-122.446351899572)"
"Tuesday","10AM","11AM","701 16TH ST","Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages","Y","Mini Mobile Food Catering","(37.7666322775493,-122.392728509584)"
"Tuesday","11AM","12PM","480 HOWARD ST","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages","Y","Steve's Mobile Deli","(37.7887067092358,-122.395892291496)"
"Tuesday","11AM","12PM","601 CRESCENT AVE","Cold Truck: Pre-packaged Sandwiches, Various Beverages, Salads, Snacks","Y","Golden Catering","(37.7348787351337,-122.415531470861)"
"Tuesday","11AM","1PM","435 CHINA BASIN ST","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks","Y","Mike's Catering","(37.7719979905519,-122.388695736053)"
"Tuesday","11AM","12PM","3255 03RD ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.748203685056,-122.387245352135)"
"Tuesday","11AM","12PM","1090 26TH ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.7514511815096,-122.390465773031)"
"Tuesday","11AM","12PM","1575 INDIANA ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.750453803667,-122.390398059007)"
"Tuesday","12PM","1PM","950 HARRISON ST","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7782015384395,-122.402992686912)"
"Tuesday","12AM","5AM","1200 MISSISSIPPI ST","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks","Y","M M Catering","(37.7508581374316,-122.394102374471)"
"Tuesday","12PM","1PM","2200 OFARRELL ST","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7822802514051,-122.44098487304)"
"Tuesday","12PM","1PM","50 CALIFORNIA ST","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies","Y","Quan Catering","(37.7936404099575,-122.397010347778)"
"Tuesday","12PM","2PM","599 08TH ST","Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls","Y","Two G's Catering","(37.7713720013329,-122.405422020146)"
"Tuesday","12PM","1PM","435 23RD ST","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7555059783625,-122.385220879126)"
"Tuesday","12PM","1PM","2157 BRYANT ST","Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)","Y","John's Catering #5","(37.7597465483315,-122.409865798217)"
"Tuesday","9AM","11AM","1650 03RD ST","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.76833824373,-122.389400461508)"
